iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
367,"(25, 33)","(25, 32)",North,"[(25, 34), (25, 32), (26, 33)]","[(25, 33), (27, 31), (19, 27)]","[(27, 31), (19, 27), (25, 34), (26, 33)]",368,122,56,178
368,"(27, 31)","(27, 30)",North,"[(27, 30), (28, 31)]","[(27, 31), (19, 27), (25, 34), (26, 33)]","[(19, 27), (26, 33), (25, 34), (28, 31)]",369,122,56,178
369,"(19, 27)","(18, 27)",East,"[(19, 26), (20, 27), (18, 27)]","[(19, 27), (26, 33), (25, 34), (28, 31)]","[(19, 26), (25, 34), (28, 31), (26, 33), (20, 27)]",370,134,44,178
370,"(19, 26)","(19, 27)",South,"[(19, 27), (19, 25)]","[(19, 26), (25, 34), (28, 31), (26, 33), (20, 27)]","[(19, 25), (25, 34), (28, 31), (20, 27), (26, 33)]",371,135,43,178
371,"(19, 25)","(19, 26)",South,"[(19, 26), (20, 25)]","[(19, 25), (25, 34), (28, 31), (20, 27), (26, 33)]","[(25, 34), (26, 33), (28, 31), (20, 27), (20, 25)]",372,136,42,178
372,"(25, 34)","(25, 33)",North,"[(25, 35), (25, 33)]","[(25, 34), (26, 33), (28, 31), (20, 27), (20, 25)]","[(26, 33), (20, 27), (28, 31), (20, 25), (25, 35)]",373,123,57,180
373,"(26, 33)","(25, 33)",East,"[(27, 33), (25, 33)]","[(26, 33), (20, 27), (28, 31), (20, 25), (25, 35)]","[(28, 31), (20, 27), (25, 35), (20, 25), (27, 33)]",374,123,57,180
374,"(28, 31)","(27, 31)",East,"[(29, 31), (27, 31)]","[(28, 31), (20, 27), (25, 35), (20, 25), (27, 33)]","[(20, 27), (20, 25), (25, 35), (27, 33), (29, 31)]",375,123,57,180
375,"(20, 27)","(19, 27)",East,"[(21, 27), (19, 27)]","[(20, 27), (20, 25), (25, 35), (27, 33), (29, 31)]","[(20, 25), (27, 33), (25, 35), (29, 31), (21, 27)]",376,135,45,180
376,"(20, 25)","(19, 25)",East,"[(21, 25), (19, 25)]","[(20, 25), (27, 33), (25, 35), (29, 31), (21, 27)]","[(25, 35), (27, 33), (21, 27), (29, 31), (21, 25)]",377,137,43,180
377,"(25, 35)","(25, 34)",North,"[(25, 34), (26, 35)]","[(25, 35), (27, 33), (21, 27), (29, 31), (21, 25)]","[(27, 33), (29, 31), (21, 27), (21, 25), (26, 35)]",378,124,58,182
378,"(27, 33)","(26, 33)",East,"[(28, 33), (26, 33)]","[(27, 33), (29, 31), (21, 27), (21, 25), (26, 35)]","[(29, 31), (21, 25), (21, 27), (26, 35), (28, 33)]",379,124,58,182
379,"(29, 31)","(28, 31)",East,"[(28, 31)]","[(29, 31), (21, 25), (21, 27), (26, 35), (28, 33)]","[(21, 27), (21, 25), (28, 33), (26, 35)]",380,124,58,182
380,"(21, 27)","(20, 27)",East,"[(21, 28), (20, 27)]","[(21, 27), (21, 25), (28, 33), (26, 35)]","[(21, 25), (26, 35), (28, 33), (21, 28)]",381,136,46,182
381,"(21, 25)","(20, 25)",East,"[(22, 25), (20, 25)]","[(21, 25), (26, 35), (28, 33), (21, 28)]","[(26, 35), (21, 28), (28, 33), (22, 25)]",382,138,44,182
382,"(26, 35)","(25, 35)",East,"[(27, 35), (25, 35)]","[(26, 35), (21, 28), (28, 33), (22, 25)]","[(28, 33), (21, 28), (22, 25), (27, 35)]",383,125,59,184
383,"(28, 33)","(27, 33)",East,"[(29, 33), (27, 33)]","[(28, 33), (21, 28), (22, 25), (27, 35)]","[(21, 28), (27, 35), (22, 25), (29, 33)]",384,125,59,184
384,"(21, 28)","(21, 27)",North,"[(21, 29), (21, 27)]","[(21, 28), (27, 35), (22, 25), (29, 33)]","[(22, 25), (27, 35), (29, 33), (21, 29)]",385,137,47,184
385,"(22, 25)","(21, 25)",East,"[(23, 25), (21, 25)]","[(22, 25), (27, 35), (29, 33), (21, 29)]","[(27, 35), (21, 29), (29, 33), (23, 25)]",386,139,45,184
386,"(27, 35)","(26, 35)",East,"[(26, 35)]","[(27, 35), (21, 29), (29, 33), (23, 25)]","[(29, 33), (21, 29), (23, 25)]",387,126,60,186
387,"(29, 33)","(28, 33)",East,"[(28, 33)]","[(29, 33), (21, 29), (23, 25)]","[(21, 29), (23, 25)]",388,126,60,186
388,"(21, 29)","(21, 28)",North,"[(21, 30), (21, 28), (20, 29)]","[(21, 29), (23, 25)]","[(23, 25), (21, 30), (20, 29)]",389,138,48,186
389,"(23, 25)","(22, 25)",East,"[(23, 26), (22, 25)]","[(23, 25), (21, 30), (20, 29)]","[(20, 29), (21, 30), (23, 26)]",390,140,46,186
390,"(20, 29)","(21, 29)",West,"[(21, 29), (19, 29)]","[(20, 29), (21, 30), (23, 26)]","[(19, 29), (23, 26), (21, 30)]",391,139,47,186
391,"(19, 29)","(20, 29)",West,"[(20, 29)]","[(19, 29), (23, 26), (21, 30)]","[(21, 30), (23, 26)]",392,140,46,186
392,"(21, 30)","(21, 29)",North,"[(21, 31), (21, 29)]","[(21, 30), (23, 26)]","[(23, 26), (21, 31)]",393,139,49,188
393,"(23, 26)","(23, 25)",North,"[(23, 27), (23, 25)]","[(23, 26), (21, 31)]","[(21, 31), (23, 27)]",394,141,47,188
394,"(21, 31)","(21, 30)",North,"[(21, 32), (21, 30), (22, 31)]","[(21, 31), (23, 27)]","[(23, 27), (21, 32), (22, 31)]",395,140,50,190
395,"(23, 27)","(23, 26)",North,"[(23, 26)]","[(23, 27), (21, 32), (22, 31)]","[(21, 32), (22, 31)]",396,142,48,190
396,"(21, 32)","(21, 31)",North,"[(21, 33), (21, 31)]","[(21, 32), (22, 31)]","[(22, 31), (21, 33)]",397,141,51,192
397,"(22, 31)","(21, 31)",East,"[(23, 31), (21, 31)]","[(22, 31), (21, 33)]","[(21, 33), (23, 31)]",398,141,51,192
398,"(21, 33)","(21, 32)",North,"[(21, 34), (21, 32), (22, 33), (20, 33)]","[(21, 33), (23, 31)]","[(23, 31), (20, 33), (22, 33), (21, 34)]",399,142,52,194
399,"(23, 31)","(22, 31)",East,"[(22, 31)]","[(23, 31), (20, 33), (22, 33), (21, 34)]","[(20, 33), (21, 34), (22, 33)]",400,142,52,194
400,"(20, 33)","(21, 33)",West,"[(21, 33), (19, 33)]","[(20, 33), (21, 34), (22, 33)]","[(19, 33), (22, 33), (21, 34)]",401,143,51,194
401,"(19, 33)","(20, 33)",West,"[(19, 32), (20, 33)]","[(19, 33), (22, 33), (21, 34)]","[(19, 32), (22, 33), (21, 34)]",402,144,50,194
402,"(19, 32)","(19, 33)",South,"[(19, 33), (19, 31)]","[(19, 32), (22, 33), (21, 34)]","[(19, 31), (22, 33), (21, 34)]",403,145,49,194
403,"(19, 31)","(19, 32)",South,"[(19, 32)]","[(19, 31), (22, 33), (21, 34)]","[(21, 34), (22, 33)]",404,146,48,194
404,"(21, 34)","(21, 33)",North,"[(21, 35), (21, 33)]","[(21, 34), (22, 33)]","[(22, 33), (21, 35)]",405,143,53,196
405,"(22, 33)","(21, 33)",East,"[(23, 33), (21, 33)]","[(22, 33), (21, 35)]","[(21, 35), (23, 33)]",406,143,53,196
406,"(21, 35)","(21, 34)",North,"[(21, 34), (22, 35), (20, 35)]","[(21, 35), (23, 33)]","[(23, 33), (22, 35), (20, 35)]",407,144,54,198
407,"(23, 33)","(22, 33)",East,"[(22, 33)]","[(23, 33), (22, 35), (20, 35)]","[(20, 35), (22, 35)]",408,144,54,198
408,"(20, 35)","(21, 35)",West,"[(21, 35), (19, 35)]","[(20, 35), (22, 35)]","[(19, 35), (22, 35)]",409,145,53,198
409,"(19, 35)","(20, 35)",West,"[(20, 35), (18, 35)]","[(19, 35), (22, 35)]","[(18, 35), (22, 35)]",410,146,52,198
410,"(18, 35)","(19, 35)",West,"[(19, 35), (17, 35)]","[(18, 35), (22, 35)]","[(17, 35), (22, 35)]",411,147,51,198
411,"(17, 35)","(18, 35)",West,"[(17, 34), (18, 35), (16, 35)]","[(17, 35), (22, 35)]","[(17, 34), (22, 35), (16, 35)]",412,148,50,198
412,"(17, 34)","(17, 35)",South,"[(17, 35), (17, 33)]","[(17, 34), (22, 35), (16, 35)]","[(16, 35), (22, 35), (17, 33)]",413,149,49,198
413,"(16, 35)","(17, 35)",West,"[(17, 35), (15, 35)]","[(16, 35), (22, 35), (17, 33)]","[(17, 33), (22, 35), (15, 35)]",414,149,49,198
414,"(17, 33)","(17, 34)",South,"[(17, 34), (17, 32)]","[(17, 33), (22, 35), (15, 35)]","[(15, 35), (22, 35), (17, 32)]",415,150,48,198
415,"(15, 35)","(16, 35)",West,"[(15, 34), (16, 35), (14, 35)]","[(15, 35), (22, 35), (17, 32)]","[(17, 32), (14, 35), (15, 34), (22, 35)]",416,150,48,198
416,"(17, 32)","(17, 33)",South,"[(17, 33), (17, 31)]","[(17, 32), (14, 35), (15, 34), (22, 35)]","[(15, 34), (14, 35), (22, 35), (17, 31)]",417,151,47,198
417,"(15, 34)","(15, 35)",South,"[(15, 35), (15, 33)]","[(15, 34), (14, 35), (22, 35), (17, 31)]","[(14, 35), (17, 31), (22, 35), (15, 33)]",418,151,47,198
418,"(14, 35)","(15, 35)",West,"[(15, 35), (13, 35)]","[(14, 35), (17, 31), (22, 35), (15, 33)]","[(17, 31), (15, 33), (22, 35), (13, 35)]",419,151,47,198
419,"(17, 31)","(17, 32)",South,"[(17, 32)]","[(17, 31), (15, 33), (22, 35), (13, 35)]","[(15, 33), (13, 35), (22, 35)]",420,152,46,198
420,"(15, 33)","(15, 34)",South,"[(15, 34), (15, 32), (14, 33)]","[(15, 33), (13, 35), (22, 35)]","[(13, 35), (14, 33), (15, 32), (22, 35)]",421,152,46,198
421,"(13, 35)","(14, 35)",West,"[(14, 35)]","[(13, 35), (14, 33), (15, 32), (22, 35)]","[(15, 32), (14, 33), (22, 35)]",422,152,46,198
422,"(15, 32)","(15, 33)",South,"[(15, 33), (15, 31)]","[(15, 32), (14, 33), (22, 35)]","[(14, 33), (22, 35), (15, 31)]",423,153,45,198
423,"(14, 33)","(15, 33)",West,"[(15, 33), (13, 33)]","[(14, 33), (22, 35), (15, 31)]","[(15, 31), (22, 35), (13, 33)]",424,153,45,198
424,"(15, 31)","(15, 32)",South,"[(15, 32), (15, 30)]","[(15, 31), (22, 35), (13, 33)]","[(13, 33), (22, 35), (15, 30)]",425,154,44,198
425,"(13, 33)","(14, 33)",West,"[(14, 33), (12, 33)]","[(13, 33), (22, 35), (15, 30)]","[(15, 30), (22, 35), (12, 33)]",426,154,44,198
426,"(15, 30)","(15, 31)",South,"[(15, 31), (15, 29)]","[(15, 30), (22, 35), (12, 33)]","[(12, 33), (22, 35), (15, 29)]",427,155,43,198
427,"(12, 33)","(13, 33)",West,"[(13, 33), (11, 33)]","[(12, 33), (22, 35), (15, 29)]","[(15, 29), (22, 35), (11, 33)]",428,155,43,198
428,"(15, 29)","(15, 30)",South,"[(15, 30), (16, 29)]","[(15, 29), (22, 35), (11, 33)]","[(11, 33), (22, 35), (16, 29)]",429,156,42,198
429,"(11, 33)","(12, 33)",West,"[(11, 34), (11, 32), (12, 33), (10, 33)]","[(11, 33), (22, 35), (16, 29)]","[(11, 32), (10, 33), (11, 34), (16, 29), (22, 35)]",430,156,42,198
430,"(11, 32)","(11, 33)",South,"[(11, 33), (11, 31)]","[(11, 32), (10, 33), (11, 34), (16, 29), (22, 35)]","[(10, 33), (11, 31), (11, 34), (16, 29), (22, 35)]",431,157,41,198
431,"(10, 33)","(11, 33)",West,"[(11, 33), (9, 33)]","[(10, 33), (11, 31), (11, 34), (16, 29), (22, 35)]","[(11, 31), (9, 33), (11, 34), (16, 29), (22, 35)]",432,157,41,198
432,"(11, 31)","(11, 32)",South,"[(11, 32), (11, 30), (12, 31)]","[(11, 31), (9, 33), (11, 34), (16, 29), (22, 35)]","[(9, 33), (11, 30), (11, 34), (16, 29), (22, 35), (12, 31)]",433,158,40,198
433,"(9, 33)","(10, 33)",West,"[(9, 34), (10, 33)]","[(9, 33), (11, 30), (11, 34), (16, 29), (22, 35), (12, 31)]","[(11, 30), (22, 35), (11, 34), (16, 29), (12, 31), (9, 34)]",434,158,40,198
434,"(11, 30)","(11, 31)",South,"[(11, 31), (11, 29)]","[(11, 30), (22, 35), (11, 34), (16, 29), (12, 31), (9, 34)]","[(11, 29), (16, 29), (22, 35), (9, 34), (12, 31), (11, 34)]",435,159,39,198
435,"(11, 29)","(11, 30)",South,"[(11, 30), (12, 29), (10, 29)]","[(11, 29), (16, 29), (22, 35), (9, 34), (12, 31), (11, 34)]","[(10, 29), (16, 29), (22, 35), (9, 34), (12, 31), (12, 29), (11, 34)]",436,160,38,198
436,"(10, 29)","(11, 29)",West,"[(11, 29), (9, 29)]","[(10, 29), (16, 29), (22, 35), (9, 34), (12, 31), (12, 29), (11, 34)]","[(9, 29), (16, 29), (22, 35), (9, 34), (12, 31), (12, 29), (11, 34)]",437,161,37,198
437,"(9, 29)","(10, 29)",West,"[(9, 30), (10, 29)]","[(9, 29), (16, 29), (22, 35), (9, 34), (12, 31), (12, 29), (11, 34)]","[(22, 35), (16, 29), (11, 34), (9, 34), (12, 31), (12, 29), (9, 30)]",438,162,36,198
438,"(22, 35)","(21, 35)",East,"[(23, 35), (21, 35)]","[(22, 35), (16, 29), (11, 34), (9, 34), (12, 31), (12, 29), (9, 30)]","[(16, 29), (12, 31), (11, 34), (9, 34), (9, 30), (12, 29), (23, 35)]",439,145,55,200
439,"(16, 29)","(15, 29)",East,"[(17, 29), (15, 29)]","[(16, 29), (12, 31), (11, 34), (9, 34), (9, 30), (12, 29), (23, 35)]","[(11, 34), (12, 31), (12, 29), (9, 34), (9, 30), (23, 35), (17, 29)]",440,157,43,200
440,"(11, 34)","(11, 33)",North,"[(11, 35), (11, 33)]","[(11, 34), (12, 31), (12, 29), (9, 34), (9, 30), (23, 35), (17, 29)]","[(12, 31), (9, 34), (12, 29), (17, 29), (9, 30), (23, 35), (11, 35)]",441,157,43,200
441,"(12, 31)","(11, 31)",East,"[(13, 31), (11, 31)]","[(12, 31), (9, 34), (12, 29), (17, 29), (9, 30), (23, 35), (11, 35)]","[(9, 34), (9, 30), (12, 29), (17, 29), (11, 35), (23, 35), (13, 31)]",442,159,41,200
442,"(9, 34)","(9, 33)",North,"[(9, 35), (9, 33)]","[(9, 34), (9, 30), (12, 29), (17, 29), (11, 35), (23, 35), (13, 31)]","[(12, 29), (9, 30), (23, 35), (17, 29), (11, 35), (13, 31), (9, 35)]",443,159,41,200
443,"(12, 29)","(11, 29)",East,"[(13, 29), (11, 29)]","[(12, 29), (9, 30), (23, 35), (17, 29), (11, 35), (13, 31), (9, 35)]","[(9, 30), (17, 29), (23, 35), (9, 35), (11, 35), (13, 31), (13, 29)]",444,161,39,200
444,"(9, 30)","(9, 29)",North,"[(9, 31), (9, 29)]","[(9, 30), (17, 29), (23, 35), (9, 35), (11, 35), (13, 31), (13, 29)]","[(23, 35), (17, 29), (13, 31), (9, 35), (11, 35), (13, 29), (9, 31)]",445,163,37,200
445,"(23, 35)","(22, 35)",East,"[(22, 35)]","[(23, 35), (17, 29), (13, 31), (9, 35), (11, 35), (13, 29), (9, 31)]","[(17, 29), (11, 35), (13, 31), (9, 35), (9, 31), (13, 29)]",446,146,56,202
446,"(17, 29)","(16, 29)",East,"[(16, 29)]","[(17, 29), (11, 35), (13, 31), (9, 35), (9, 31), (13, 29)]","[(11, 35), (9, 35), (13, 31), (13, 29), (9, 31)]",447,158,44,202
447,"(11, 35)","(11, 34)",North,"[(11, 34)]","[(11, 35), (9, 35), (13, 31), (13, 29), (9, 31)]","[(13, 31), (9, 35), (9, 31), (13, 29)]",448,158,44,202
448,"(13, 31)","(12, 31)",East,"[(12, 31)]","[(13, 31), (9, 35), (9, 31), (13, 29)]","[(9, 35), (13, 29), (9, 31)]",449,160,42,202
449,"(9, 35)","(9, 34)",North,"[(9, 34)]","[(9, 35), (13, 29), (9, 31)]","[(13, 29), (9, 31)]",450,160,42,202
450,"(13, 29)","(12, 29)",East,"[(13, 28), (12, 29)]","[(13, 29), (9, 31)]","[(9, 31), (13, 28)]",451,162,40,202
451,"(9, 31)","(9, 30)",North,"[(9, 30)]","[(9, 31), (13, 28)]","[(13, 28)]",452,164,38,202
452,"(13, 28)","(13, 29)",South,"[(13, 29), (13, 27)]","[(13, 28)]","[(13, 27)]",453,163,39,202
453,"(13, 27)","(13, 28)",South,"[(13, 28), (12, 27)]","[(13, 27)]","[(12, 27)]",454,164,38,202
454,"(12, 27)","(13, 27)",West,"[(13, 27), (11, 27)]","[(12, 27)]","[(11, 27)]",455,165,37,202
455,"(11, 27)","(12, 27)",West,"[(11, 26), (12, 27), (10, 27)]","[(11, 27)]","[(11, 26), (10, 27)]",456,166,36,202
456,"(11, 26)","(11, 27)",South,"[(11, 27), (11, 25)]","[(11, 26), (10, 27)]","[(10, 27), (11, 25)]",457,167,35,202
457,"(10, 27)","(11, 27)",West,"[(11, 27), (9, 27)]","[(10, 27), (11, 25)]","[(11, 25), (9, 27)]",458,167,35,202
458,"(11, 25)","(11, 26)",South,"[(11, 26)]","[(11, 25), (9, 27)]","[(9, 27)]",459,168,34,202
459,"(9, 27)","(10, 27)",West,"[(9, 26), (10, 27), (8, 27)]","[(9, 27)]","[(9, 26), (8, 27)]",460,168,34,202
460,"(9, 26)","(9, 27)",South,"[(9, 27), (9, 25)]","[(9, 26), (8, 27)]","[(8, 27), (9, 25)]",461,169,33,202
461,"(8, 27)","(9, 27)",West,"[(9, 27), (7, 27)]","[(8, 27), (9, 25)]","[(9, 25), (7, 27)]",462,169,33,202
462,"(9, 25)","(9, 26)",South,"[(9, 26), (8, 25)]","[(9, 25), (7, 27)]","[(7, 27), (8, 25)]",463,170,32,202
463,"(7, 27)","(8, 27)",West,"[(8, 27), (6, 27)]","[(7, 27), (8, 25)]","[(8, 25), (6, 27)]",464,170,32,202
464,"(8, 25)","(9, 25)",West,"[(9, 25), (7, 25)]","[(8, 25), (6, 27)]","[(6, 27), (7, 25)]",465,171,31,202
465,"(6, 27)","(7, 27)",West,"[(7, 27), (5, 27)]","[(6, 27), (7, 25)]","[(7, 25), (5, 27)]",466,171,31,202
466,"(7, 25)","(8, 25)",West,"[(8, 25), (6, 25)]","[(7, 25), (5, 27)]","[(5, 27), (6, 25)]",467,172,30,202
467,"(5, 27)","(6, 27)",West,"[(6, 27), (4, 27)]","[(5, 27), (6, 25)]","[(6, 25), (4, 27)]",468,172,30,202
468,"(6, 25)","(7, 25)",West,"[(7, 25), (5, 25)]","[(6, 25), (4, 27)]","[(4, 27), (5, 25)]",469,173,29,202
469,"(4, 27)","(5, 27)",West,"[(5, 27), (3, 27)]","[(4, 27), (5, 25)]","[(5, 25), (3, 27)]",470,173,29,202
470,"(5, 25)","(6, 25)",West,"[(5, 24), (6, 25)]","[(5, 25), (3, 27)]","[(3, 27), (5, 24)]",471,174,28,202
471,"(3, 27)","(4, 27)",West,"[(3, 28), (3, 26), (4, 27), (2, 27)]","[(3, 27), (5, 24)]","[(5, 24), (2, 27), (3, 26), (3, 28)]",472,174,28,202
472,"(5, 24)","(5, 25)",South,"[(5, 25), (5, 23)]","[(5, 24), (2, 27), (3, 26), (3, 28)]","[(3, 26), (2, 27), (3, 28), (5, 23)]",473,175,27,202
473,"(3, 26)","(3, 27)",South,"[(3, 27), (3, 25)]","[(3, 26), (2, 27), (3, 28), (5, 23)]","[(2, 27), (5, 23), (3, 28), (3, 25)]",474,175,27,202
474,"(2, 27)","(3, 27)",West,"[(3, 27), (1, 27)]","[(2, 27), (5, 23), (3, 28), (3, 25)]","[(5, 23), (3, 25), (3, 28), (1, 27)]",475,175,27,202
475,"(5, 23)","(5, 24)",South,"[(5, 24)]","[(5, 23), (3, 25), (3, 28), (1, 27)]","[(3, 25), (1, 27), (3, 28)]",476,176,26,202
476,"(3, 25)","(3, 26)",South,"[(3, 26), (3, 24)]","[(3, 25), (1, 27), (3, 28)]","[(1, 27), (3, 28), (3, 24)]",477,176,26,202
477,"(1, 27)","(2, 27)",West,"[(1, 26), (2, 27)]","[(1, 27), (3, 28), (3, 24)]","[(3, 24), (3, 28), (1, 26)]",478,176,26,202
478,"(3, 24)","(3, 25)",South,"[(3, 25), (3, 23)]","[(3, 24), (3, 28), (1, 26)]","[(1, 26), (3, 28), (3, 23)]",479,177,25,202
479,"(1, 26)","(1, 27)",South,"[(1, 27), (1, 25)]","[(1, 26), (3, 28), (3, 23)]","[(3, 23), (3, 28), (1, 25)]",480,177,25,202
480,"(3, 23)","(3, 24)",South,"[(3, 24), (3, 22)]","[(3, 23), (3, 28), (1, 25)]","[(1, 25), (3, 28), (3, 22)]",481,178,24,202
481,"(1, 25)","(1, 26)",South,"[(1, 26), (1, 24)]","[(1, 25), (3, 28), (3, 22)]","[(3, 22), (3, 28), (1, 24)]",482,178,24,202
482,"(3, 22)","(3, 23)",South,"[(3, 23), (3, 21)]","[(3, 22), (3, 28), (1, 24)]","[(1, 24), (3, 28), (3, 21)]",483,179,23,202
483,"(1, 24)","(1, 25)",South,"[(1, 25), (1, 23)]","[(1, 24), (3, 28), (3, 21)]","[(3, 21), (3, 28), (1, 23)]",484,179,23,202
484,"(3, 21)","(3, 22)",South,"[(3, 22), (3, 20), (4, 21), (2, 21)]","[(3, 21), (3, 28), (1, 23)]","[(1, 23), (2, 21), (3, 20), (4, 21), (3, 28)]",485,180,22,202
485,"(1, 23)","(1, 24)",South,"[(1, 24)]","[(1, 23), (2, 21), (3, 20), (4, 21), (3, 28)]","[(3, 20), (2, 21), (3, 28), (4, 21)]",486,180,22,202
486,"(3, 20)","(3, 21)",South,"[(3, 21), (3, 19)]","[(3, 20), (2, 21), (3, 28), (4, 21)]","[(2, 21), (3, 19), (3, 28), (4, 21)]",487,181,21,202
487,"(2, 21)","(3, 21)",West,"[(3, 21), (1, 21)]","[(2, 21), (3, 19), (3, 28), (4, 21)]","[(3, 19), (1, 21), (3, 28), (4, 21)]",488,181,21,202
488,"(3, 19)","(3, 20)",South,"[(3, 20), (3, 18)]","[(3, 19), (1, 21), (3, 28), (4, 21)]","[(1, 21), (3, 18), (3, 28), (4, 21)]",489,182,20,202
489,"(1, 21)","(2, 21)",West,"[(1, 20), (2, 21)]","[(1, 21), (3, 18), (3, 28), (4, 21)]","[(3, 18), (1, 20), (3, 28), (4, 21)]",490,182,20,202
490,"(3, 18)","(3, 19)",South,"[(3, 19), (3, 17)]","[(3, 18), (1, 20), (3, 28), (4, 21)]","[(1, 20), (3, 17), (3, 28), (4, 21)]",491,183,19,202
491,"(1, 20)","(1, 21)",South,"[(1, 21), (1, 19)]","[(1, 20), (3, 17), (3, 28), (4, 21)]","[(3, 17), (1, 19), (3, 28), (4, 21)]",492,183,19,202
492,"(3, 17)","(3, 18)",South,"[(3, 18), (4, 17), (2, 17)]","[(3, 17), (1, 19), (3, 28), (4, 21)]","[(1, 19), (2, 17), (3, 28), (4, 17), (4, 21)]",493,184,18,202
493,"(1, 19)","(1, 20)",South,"[(1, 20)]","[(1, 19), (2, 17), (3, 28), (4, 17), (4, 21)]","[(2, 17), (4, 21), (3, 28), (4, 17)]",494,184,18,202
494,"(2, 17)","(3, 17)",West,"[(3, 17), (1, 17)]","[(2, 17), (4, 21), (3, 28), (4, 17)]","[(1, 17), (3, 28), (4, 17), (4, 21)]",495,185,17,202
495,"(1, 17)","(2, 17)",West,"[(2, 17)]","[(1, 17), (3, 28), (4, 17), (4, 21)]","[(3, 28), (4, 21), (4, 17)]",496,186,16,202
496,"(3, 28)","(3, 27)",North,"[(3, 29), (3, 27)]","[(3, 28), (4, 21), (4, 17)]","[(4, 21), (4, 17), (3, 29)]",497,175,29,204
497,"(4, 21)","(3, 21)",East,"[(5, 21), (3, 21)]","[(4, 21), (4, 17), (3, 29)]","[(4, 17), (3, 29), (5, 21)]",498,181,23,204
498,"(4, 17)","(3, 17)",East,"[(5, 17), (3, 17)]","[(4, 17), (3, 29), (5, 21)]","[(3, 29), (5, 21), (5, 17)]",499,185,19,204
499,"(3, 29)","(3, 28)",North,"[(3, 28), (4, 29), (2, 29)]","[(3, 29), (5, 21), (5, 17)]","[(5, 21), (5, 17), (4, 29), (2, 29)]",500,176,30,206
500,"(5, 21)","(4, 21)",East,"[(5, 20), (4, 21)]","[(5, 21), (5, 17), (4, 29), (2, 29)]","[(5, 17), (2, 29), (4, 29), (5, 20)]",501,182,24,206
501,"(5, 17)","(4, 17)",East,"[(5, 16), (6, 17), (4, 17)]","[(5, 17), (2, 29), (4, 29), (5, 20)]","[(2, 29), (5, 20), (4, 29), (5, 16), (6, 17)]",502,186,20,206
502,"(2, 29)","(3, 29)",West,"[(3, 29), (1, 29)]","[(2, 29), (5, 20), (4, 29), (5, 16), (6, 17)]","[(5, 20), (5, 16), (4, 29), (6, 17), (1, 29)]",503,177,29,206
503,"(5, 20)","(5, 21)",South,"[(5, 21), (5, 19)]","[(5, 20), (5, 16), (4, 29), (6, 17), (1, 29)]","[(5, 16), (1, 29), (4, 29), (6, 17), (5, 19)]",504,183,23,206
504,"(5, 16)","(5, 17)",South,"[(5, 17), (5, 15)]","[(5, 16), (1, 29), (4, 29), (6, 17), (5, 19)]","[(1, 29), (5, 19), (4, 29), (6, 17), (5, 15)]",505,187,19,206
505,"(1, 29)","(2, 29)",West,"[(1, 30), (2, 29)]","[(1, 29), (5, 19), (4, 29), (6, 17), (5, 15)]","[(5, 19), (5, 15), (4, 29), (6, 17), (1, 30)]",506,178,28,206
506,"(5, 19)","(5, 20)",South,"[(5, 20)]","[(5, 19), (5, 15), (4, 29), (6, 17), (1, 30)]","[(5, 15), (6, 17), (4, 29), (1, 30)]",507,184,22,206
507,"(5, 15)","(5, 16)",South,"[(5, 16), (5, 14)]","[(5, 15), (6, 17), (4, 29), (1, 30)]","[(5, 14), (4, 29), (1, 30), (6, 17)]",508,188,18,206
508,"(5, 14)","(5, 15)",South,"[(5, 15), (5, 13)]","[(5, 14), (4, 29), (1, 30), (6, 17)]","[(5, 13), (4, 29), (1, 30), (6, 17)]",509,189,17,206
509,"(5, 13)","(5, 14)",South,"[(5, 14), (5, 12), (4, 13)]","[(5, 13), (4, 29), (1, 30), (6, 17)]","[(5, 12), (4, 13), (1, 30), (6, 17), (4, 29)]",510,190,16,206
510,"(5, 12)","(5, 13)",South,"[(5, 13), (5, 11)]","[(5, 12), (4, 13), (1, 30), (6, 17), (4, 29)]","[(4, 13), (5, 11), (1, 30), (6, 17), (4, 29)]",511,191,15,206
511,"(4, 13)","(5, 13)",West,"[(5, 13), (3, 13)]","[(4, 13), (5, 11), (1, 30), (6, 17), (4, 29)]","[(5, 11), (3, 13), (1, 30), (6, 17), (4, 29)]",512,191,15,206
512,"(5, 11)","(5, 12)",South,"[(5, 12), (6, 11)]","[(5, 11), (3, 13), (1, 30), (6, 17), (4, 29)]","[(3, 13), (4, 29), (1, 30), (6, 17), (6, 11)]",513,192,14,206
513,"(3, 13)","(4, 13)",West,"[(3, 12), (4, 13)]","[(3, 13), (4, 29), (1, 30), (6, 17), (6, 11)]","[(3, 12), (4, 29), (1, 30), (6, 11), (6, 17)]",514,192,14,206
514,"(3, 12)","(3, 13)",South,"[(3, 13), (3, 11)]","[(3, 12), (4, 29), (1, 30), (6, 11), (6, 17)]","[(3, 11), (4, 29), (1, 30), (6, 11), (6, 17)]",515,193,13,206
515,"(3, 11)","(3, 12)",South,"[(3, 12), (3, 10)]","[(3, 11), (4, 29), (1, 30), (6, 11), (6, 17)]","[(3, 10), (4, 29), (1, 30), (6, 11), (6, 17)]",516,194,12,206
